House_Size,Num_Bedrooms,Num_Bathrooms,Year_Built,Garage_Capacity,Has_Pool,Has_Garden,Price
1466.301585092751,4,1,1979,3,1,1,924304.3521621275
1433.709120140033,2,2,2003,2,1,1,843852.9622337251
1684.2500100130276,4,1,1994,3,1,1,1011150.7660484734
1727.2523130141915,2,2,2004,0,1,1,1038054.172249928
1340.8496557168419,3,2,1985,2,1,0,859614.196186313
1327.254527806596,3,1,1971,2,1,1,850728.9761217715
1417.4844908545067,4,3,1993,0,1,0,838830.3015849364
809.4236505793245,5,1,1979,2,1,0,605267.1591202662
1045.4426813404343,4,1,2007,0,1,0,676752.7335502185
1910.0622802333573,2,2,1991,1,1,0,1111963.8625296531
1993.4903140503852,4,1,1995,3,0,0,1157789.376174781
1425.2891881330866,1,2,2012,0,1,0,757514.9607251668
1672.9670889167298,2,3,2008,2,1,1,886324.714828764
1593.3750463630608,2,3,1996,0,1,1,1048668.461184127
2423.6642425365712,5,3,1998,2,0,1,1356350.277562859
1835.872473430373,3,1,2016,1,1,0,941688.3387818396
1461.62472255577,2,2,2007,0,0,1,843338.1419280897
1213.3378678198724,3,3,1989,1,1,1,720243.0087484001
1018.0661039227282,4,2,1996,3,1,1,685793.1145326198
1561.039090760167,1,2,2010,2,0,0,890962.0666705249
1273.094776414709,5,3,1989,2,1,1,974181.7516310568
1073.3238871206977,3,3,2013,1,0,0,681037.5339739677
1306.028134727242,2,2,1988,3,0,1,786056.103819777
1175.5355989156815,3,3,1989,0,1,0,754196.8217374986
2006.1424905217696,2,2,2004,0,1,0,1031641.9474021397
1764.4919270848352,3,2,2016,2,1,0,1006708.3580841601
1497.6082076050147,2,3,1971,1,1,1,923315.0236061602
1943.9832416670079,4,1,1999,1,0,1,1128658.053940363
1523.2104922942856,2,3,2022,0,0,0,944714.7267818314
1241.6147396015208,2,1,2003,3,1,1,678967.6053641485
1956.9372231808973,1,2,1991,3,0,0,1070084.7310117243
1661.6730131053976,2,2,1972,0,0,0,860161.0293531065
1188.826153702063,1,1,1975,0,1,1,702244.8721885061
1442.8983965749176,5,2,1984,1,0,1,877219.091231559
1237.3145239845728,1,1,1996,3,0,1,655939.9466172165
1085.1600807106993,4,1,1979,0,1,0,757234.6418818387
1777.8532642594923,1,2,1978,0,0,0,996709.0173222676
2072.8249921410393,5,1,2002,2,1,1,1282205.277553222
1080.4297278542576,4,3,2001,0,0,0,660632.1726937541
1668.8907710071712,3,3,2017,0,1,1,991909.5617145814
1304.807229263452,3,2,1975,3,0,0,900135.6466925417
1353.862384870591,1,2,2010,1,0,1,769795.1826798399
1322.2818227283392,1,1,2005,3,1,1,834538.7388221417
1240.8027690960553,5,1,1971,1,1,0,796528.5694121912
1514.5564883834481,5,1,1998,2,1,1,1003079.1113599371
1250.7149650766887,2,1,1973,0,1,1,752911.5145480792
1581.1370477339517,5,3,1970,2,0,0,913747.4050639921
1484.928567165259,2,3,1988,1,0,1,892085.1391865774
1428.315585940077,4,2,1995,3,0,0,858642.6358398404
1227.7309013875206,1,1,1994,3,1,1,676626.3827238972
1326.9686008295002,4,1,1979,2,0,0,832058.9429984088
1726.6173677477268,5,2,2022,1,0,1,979632.3596261974
1650.2751562873143,4,1,1984,2,1,1,1183769.6420667912
1206.7334265604347,4,1,1991,2,1,1,727144.601609534
1529.7996916287677,4,1,2020,0,0,1,822253.5986918769
1725.4161370115366,5,1,2017,2,1,0,1077185.6238381579
999.1784156635885,4,1,1990,0,0,0,620938.1137997897
1663.0080577139806,2,2,1991,0,0,0,975964.1443201012
1301.212872316246,5,1,2005,3,1,0,862625.988853018
1671.179600577948,4,2,2003,0,0,0,936474.4438924149
1271.022253037245,5,1,1999,0,1,0,735556.5068646409
958.5353698006443,3,3,1994,3,1,0,726821.8389367238
1011.7372686350511,2,3,2014,2,0,1,575446.1250380606
1514.4254839984146,4,3,1997,1,0,1,966158.0400574154
1577.9167505164446,3,3,1970,1,0,1,1022908.3131210648
1228.7050124686775,3,2,2018,1,1,1,763006.6160328407
1691.577737633212,5,2,2014,2,0,0,989581.4920322158
1001.543981319312,3,1,1973,0,1,0,606585.6854266049
1480.176060405805,2,3,1976,1,1,0,935225.1660381176
1136.695140071263,2,2,2018,2,0,1,531051.128481551
1304.4491676593523,1,1,1978,0,1,0,798010.9007825167
1514.2196013949242,2,1,2005,3,0,1,886083.6177462478
1241.8759904148142,3,2,1988,1,0,0,744797.210221423
1384.6333367310524,2,3,1970,0,0,0,842431.7820987187
1801.8878427643322,5,1,1979,1,0,0,1001266.1017855596
1326.9324391430555,1,3,2005,1,0,0,635816.5851677336
1750.7076336195425,3,3,1978,1,0,1,1078782.5703074692
1161.0879436027146,1,3,2014,0,0,1,740371.2804105919
1658.941253374585,3,1,2015,2,1,0,875500.5280904556
1932.47058619737,5,3,2011,0,0,1,1090611.2892488642
758.5066499618132,1,1,2001,1,1,0,513869.56963227846
1260.931423358857,4,3,2001,0,1,0,825410.1996767711
1673.121638154162,3,1,1975,3,1,0,1167716.2418924163
1439.086384187102,4,3,2017,2,0,0,924326.0655348459
1611.3437620113928,1,2,2007,0,1,1,963443.1046003487
1318.8044439852538,4,3,1986,3,1,0,843212.7869928827
1525.97693624187,4,3,1979,2,0,0,978228.7579404691
1453.2968293823762,1,1,2019,3,0,1,890419.0978149567
1850.3346184979423,5,1,1996,2,1,0,1108947.770995326
1576.3262529903639,4,3,2019,0,0,1,931302.3978083254
1601.2807986225607,4,2,2004,3,0,0,966708.075641627
1376.4369101632599,5,2,2021,1,0,0,796993.5210080182
1353.7181327782519,4,1,1990,3,0,0,848307.2420952916
1370.2325436541137,4,2,1994,2,1,0,886314.8787408409
1618.335642713489,4,3,1997,0,0,0,1034167.1420157773
1373.704655753921,2,1,2016,2,0,0,759382.7057514254
1586.932457068924,5,3,1984,3,0,1,1061202.6558376371
2122.6202395936316,4,1,1973,3,1,0,1258331.8556972132
1761.3374110295076,5,1,1998,1,1,1,1112656.677603866
1402.1929403496476,3,1,1978,0,0,1,828593.5473852289
1860.3641766491835,3,1,1996,0,0,0,1060855.737671852
1377.5773880935346,4,2,1995,3,1,1,943200.4855011897
888.5626394466439,5,3,1988,0,0,0,570948.5130704315
1197.5741067247789,5,3,1997,1,0,1,854905.8243959195
938.7624236922433,5,3,1986,2,1,0,693057.3424987205
1394.5459547876073,2,1,2012,0,0,1,759783.1426624962
1505.5255137568656,3,2,2010,3,0,1,870262.3512949317
2002.9311936825848,5,3,2011,2,1,0,1223375.6107462046
1598.0782121292489,5,2,2019,2,1,1,1002808.0216194483
1434.2698413573407,2,1,1989,1,0,0,834675.2799557548
1748.8216743550468,2,3,2014,3,1,0,1047921.8763934474
836.6594072976345,5,2,2009,0,0,0,592758.9359163261
1570.6843674325698,1,1,2008,3,0,0,1004156.3895239378
1731.25955816609,5,2,2018,2,0,0,1022614.3669496377
1056.4241262660476,5,3,2022,3,1,1,717483.3938043951
1843.1262129620786,2,3,1992,0,1,1,986572.4398641278
1601.5489222483243,2,1,2016,0,0,1,823008.6212146329
1375.4136258297597,5,1,2001,1,0,0,896474.2454525254
1689.8345598318854,5,1,2021,0,1,1,1047913.5052545981
2181.2078573413187,5,2,2016,0,1,1,1210104.6263449097
1554.5598765175484,2,2,2002,3,1,1,1071490.5603087354
1574.4661758901009,5,2,2015,3,0,1,991571.3118281259
1362.1917301379267,5,1,1974,2,1,1,938111.7010629803
1245.0466891605624,4,3,2012,1,1,0,910734.6035770852
1749.1007449632737,1,3,2017,3,0,0,1062523.1585230473
1243.17485222734,3,2,2003,0,0,1,790644.299905278
1521.4698711658177,1,2,2009,2,0,0,886195.6326242217
1356.702765970465,4,3,1980,3,1,0,952490.6377937759
1643.6939477239175,3,3,2019,1,0,1,948798.617276358
1600.0986315860846,5,2,1972,1,0,1,1025388.9606702522
1811.2619832773698,4,2,2002,2,0,0,1085347.0163424206
1346.9950803435759,5,3,1980,2,0,1,895158.4104528674
1419.0375194119886,2,1,1985,2,1,0,804247.7842202167
1206.3708852653078,4,2,1987,2,0,0,755878.9225672205
1366.7120219771666,2,3,1999,2,1,1,812959.3805932873
1613.1901479134556,4,3,2017,0,1,0,970813.7025003392
1727.0965849936056,4,3,1979,0,1,0,973525.434896477
1223.3504027467125,2,3,1987,3,0,0,779727.1268987337
1760.881776031698,3,1,2007,1,1,1,949877.1632374409
1906.6913576414854,1,3,1988,0,0,1,1053172.0258210925
1624.0304709671102,5,2,2005,0,0,1,1005220.2892075974
2063.03874376742,4,1,1982,0,0,1,1227076.7074593364
1267.8632402689282,5,3,2015,3,1,0,880549.5805786392
1126.603589006575,2,1,1972,2,0,1,725288.4902269816
966.3839253287164,5,2,1979,3,0,1,651228.2969019836
1948.8132934467549,2,3,2007,1,0,1,1154437.0644667153
1696.3096969062174,5,2,1970,1,1,1,1036334.7802278531
1483.3245987268635,1,3,1996,1,1,0,928391.090386148
1583.9905878959462,1,3,2015,1,1,0,936380.5318220584
1162.353285810487,1,3,1977,0,0,0,760121.7186422205
2233.725593885048,1,3,2020,0,1,1,1236106.2211433388
1538.7663545925682,1,3,2015,3,0,1,851444.9719357331
1532.8184383814678,1,1,2011,2,0,0,768776.5929827713
1717.7299871696075,2,3,1986,1,1,1,981786.0268561575
1644.302769521014,4,3,1978,3,0,1,960312.6473301563
1567.1652072837394,5,1,1975,0,1,0,1023682.749488698
1262.8576633664065,1,1,2012,0,0,0,730799.6793348232
1641.4405071407987,2,1,1994,2,1,1,1002405.2498332418
2064.6073489425103,2,1,2008,2,0,1,1140651.6288675913
1903.6260138464934,2,1,2018,2,0,1,1154860.9787463723
1977.955987991819,4,1,1997,3,0,0,1135070.5698477093
1346.6352970706444,5,3,2002,0,0,0,850363.4889425169
1203.1185539224257,4,3,2006,0,0,0,741166.7012947568
1462.2639239701055,3,2,1978,2,1,0,899216.5586618803
1516.7174736866084,2,3,1987,1,0,1,940907.4613348591
1828.2574555412846,3,3,1990,2,1,0,1070453.8933104163
992.2606110855543,1,1,1971,3,1,0,608101.4142170451
1958.865095838184,1,1,2012,2,1,1,1129506.0171895598
1452.597630426303,4,3,2007,2,0,1,882418.3968850345
1371.935679015774,5,2,2009,3,0,1,886641.940911646
1196.3686874219497,3,1,2005,2,0,0,694117.9377227986
1003.5429984402692,5,3,2019,0,1,1,700193.9343088022
1746.9511751885743,4,3,2012,1,0,1,1005811.1316709559
1521.9953901565211,1,2,2006,2,0,0,815968.2574408059
1113.0117300776838,5,2,1984,3,1,0,744519.2589483276
1111.4763683809151,5,1,1997,1,1,1,798904.6896835301
1399.2645902129616,1,2,1987,3,1,0,854226.5368190473
2000.7064575868178,3,3,2003,1,1,1,1231280.769983092
1422.1225945909187,1,3,1991,1,1,1,919330.6255226574
1049.0571140645682,5,2,1980,2,1,0,724532.8406755005
1426.2770807742168,3,2,1982,0,0,1,908217.7896065365
1418.182929075699,3,2,1973,2,1,0,898385.4284411778
690.9340071175285,1,2,1991,3,0,0,449533.3282848016
1483.7115400446564,5,1,1976,3,0,0,996474.124855367
1430.7196409373967,4,2,2012,1,0,1,894048.2436094698
1708.8619094440255,5,1,1993,1,1,0,1021809.7419688264
2054.6868284836037,2,3,1973,0,0,0,1186783.0800181343
1837.9695088643273,4,2,1997,2,1,1,1061699.1218236843
1419.3333928335508,3,1,1984,3,1,1,916032.3454737562
1168.0422273774989,4,2,1970,1,0,1,702041.5361458403
2272.0079409749583,3,3,1972,0,1,1,1292783.98919407
1517.7655302043465,3,3,1983,3,0,0,963114.7500156292
1504.178787573884,4,3,2007,1,0,0,769577.0939156015
1492.762473866999,3,2,2019,3,1,0,990506.8298872372
1559.4254282303564,3,2,1970,0,0,1,984437.3501504082
1456.6918764228174,2,1,2007,0,0,1,727419.2820869217
1327.901397935929,5,3,2007,3,0,0,974875.629302626
1335.9423176278824,5,2,1990,2,1,1,1034676.3534382421
1490.1740189352006,2,3,2017,3,0,1,877062.4265181134
1336.9725686598706,4,3,1998,1,1,0,812161.8310949232
1286.1462651968507,1,1,1974,2,1,0,861388.3113085686
1531.929068307569,1,1,2018,1,0,1,818775.0272817715
1423.5068347737433,1,1,1979,3,0,1,848805.3927775143
1951.1978965748067,2,1,1997,2,1,1,1187463.4349835415
704.7090574820965,2,3,1990,1,1,0,502678.9555513884
1827.4520555767385,3,1,2019,3,0,0,1010673.3152725358
1873.8255577492887,1,1,1976,3,0,0,985293.0300143834
877.9829302775552,4,1,1972,2,1,0,603464.3103518769
1397.1937217758955,4,1,2014,3,1,0,849558.3685751443
1388.5677402012625,1,3,2016,0,1,1,754355.7106488979
1077.7464915846535,1,1,1989,1,1,1,610476.4548818578
1266.6549937227373,1,3,1988,1,1,1,795007.5626935682
1166.8272463602514,2,2,2004,3,0,0,609928.4158965277
2025.6811330270868,2,3,1973,3,1,0,1163882.4157324769
1780.7035179442382,2,3,1974,0,1,0,1151581.4586519701
1881.4665284982475,5,1,1970,2,0,1,1131459.83189212
1716.5016192129706,4,2,1973,3,0,0,1024714.6391962927
1161.2844686348312,4,2,1981,3,1,0,775144.9425916736
1342.6439201160679,3,2,1996,3,1,1,851614.3409853172
1646.8123683683755,2,2,2011,3,0,0,964149.627676107
1133.3616573324164,5,3,1992,1,1,1,827924.1363250982
1713.8995290517164,5,2,1994,3,1,0,1056411.8438726321
1427.9023805525594,4,3,1990,1,0,0,871259.3191193825
1387.5537577351208,2,3,2021,3,1,1,926415.5347670633
1713.2879904610475,3,3,1993,2,0,1,956128.7575070113
1633.278993445812,2,2,1994,0,0,1,932760.3958954699
1391.710150254276,1,1,2014,2,0,1,786617.4021446995
1847.7989410092744,2,1,2015,3,0,1,998065.3274996815
1175.6810017200307,1,2,2001,3,1,1,734083.6706854505
1684.780682083279,1,1,2001,3,0,0,883806.5180015453
1677.930377390515,3,1,1974,2,1,0,1044823.6422303327
1407.136068205803,4,3,2005,3,1,1,859657.7013276825
1597.8399066726354,2,3,2015,2,1,0,995036.6364573207
1124.665927084409,1,2,2011,1,1,1,680667.7056877267
1777.2081057620703,2,2,2018,0,1,0,971202.3599093496
1444.5293590671033,4,1,2011,0,0,1,799029.824550838
1343.1830938442881,4,3,2008,2,0,0,883124.4367215172
1814.7027677510669,5,2,1985,1,0,0,1052758.2771738356
1288.6968928371723,4,2,2002,2,0,0,736986.018443862
1077.4616110909321,3,2,2018,1,1,0,726303.971495872
1033.011247942829,1,2,1990,3,0,0,584290.3332966816
1681.8029854036918,5,2,1978,1,1,1,1071177.3769946212
1115.871194251115,3,2,1975,1,1,1,796875.7859124206
2026.4382545953094,2,1,2020,1,0,1,1109117.0074367025
875.4211776348834,1,3,2014,0,0,0,598253.1661109404
2008.9369104870116,4,3,2004,1,0,1,1136720.9368291218
1563.3052401607856,1,2,2008,3,0,0,866127.0532504057
1470.9860664388823,2,3,1991,3,1,0,905834.1262060571
1336.524273957315,5,3,2010,3,1,0,917323.8846073572
1619.7408343056213,5,3,1974,1,0,1,1098301.5735447153
1488.7095892725456,5,2,2011,2,1,0,940035.6201177076
1830.9905646049565,4,2,1992,2,1,1,1119612.090784464
1534.2682945986119,3,3,1986,3,1,1,914984.5539078126
1545.0905284385633,3,3,1981,0,0,0,925164.3237091163
1390.9163363358432,1,2,1992,2,1,0,793943.1676680989
1482.9163128836797,4,1,1985,1,0,1,935379.9719717783
1592.3405306676177,5,3,1972,2,0,1,1011686.0558729074
986.9494822030123,5,1,1999,3,1,1,700442.8383830026
1095.544373368286,2,3,1991,0,1,1,641758.7859549646
1722.9792282068145,2,1,1978,2,0,1,910917.0099152803
1551.2596314383825,5,1,1998,2,1,1,1078679.1677283717
1444.8049990941963,5,1,2016,3,1,0,910886.695025362
1505.530179919618,4,2,2006,0,0,1,919981.8638413394
1604.2745116085014,3,1,1992,0,0,1,882522.507645113
1338.0720959071916,2,1,1982,3,0,1,858812.2283125264
1266.5085823793063,3,1,2001,1,0,1,795011.2859848711
1558.7535765293044,4,3,2015,2,1,0,922255.4285435118
1206.4881667154905,5,1,2021,1,1,0,707268.8115654759
1622.4758267143416,3,3,2016,2,0,1,926611.5291658072
989.2249187286479,5,1,2017,2,0,1,654198.3269289684
1808.746691197693,5,1,1992,1,0,1,1088728.695755858
1641.7792447239128,1,2,2014,3,1,0,941809.3227738889
1576.8089202941628,3,3,1986,3,0,0,1025340.9655790916
1794.807295183654,3,1,2009,2,1,0,1000655.8050870241
1999.642333338773,5,3,1990,3,0,0,1153488.0671179404
1804.3110195054392,4,3,1971,2,0,0,1099160.4608453107
947.7377306005064,1,2,2006,3,0,0,486214.624508706
1116.1269099792896,5,2,1975,2,1,1,840850.3299151757
1312.5544266912964,2,2,2013,3,1,0,801175.3765694544
1507.8273150632501,2,2,1987,0,1,0,873011.7554861277
1655.2977061407369,1,2,1999,1,0,1,911971.2094079114
1282.2768560539603,4,2,1991,0,1,0,858638.2171330418
1556.0300293431235,5,2,2002,1,1,1,1032922.4114384883
1273.3851202940032,3,2,1999,1,0,0,748373.967226334
1316.5446591024156,1,1,1986,2,0,1,799860.7707291017
1078.0016709455333,4,3,2012,1,1,1,778169.3585647836
1223.0300261667287,3,2,2001,0,1,1,790291.3243646
1094.4946183150998,2,2,2011,0,1,1,668974.0581761136
1207.2380241068001,2,3,2020,3,1,1,790677.3974279301
1816.092538982352,3,1,1983,0,0,0,971091.9373447072
1215.1803333504172,1,3,1979,3,0,0,750145.4451399049
2289.714619451217,2,3,2016,1,0,1,1255200.9969442957
1647.9953702642667,5,2,2020,0,1,1,987504.40394246
1555.450837108462,3,3,2005,1,1,1,874399.3679610596
1242.492665945636,3,3,2003,0,0,0,694866.4454021965
1710.0929638226974,2,2,1978,0,0,1,965751.7407050795
1327.3086521286677,1,2,2011,3,1,1,850406.2850962717
1536.6029443936084,5,2,1997,1,1,1,998592.6467170035
2268.0253614806384,1,2,1980,0,0,1,1293996.3931417144
1471.182030082605,4,3,1983,2,0,0,982736.684161309
1844.7819978857028,4,3,2008,1,0,1,1108856.4562053264
1289.0470724622337,2,1,2016,1,1,1,773538.2067651317
1489.5034528509116,2,1,1988,1,1,0,826102.0265911953
2031.240190690653,2,3,1984,3,1,1,1318953.6585739919
1311.9098826636698,4,1,1997,2,1,1,776062.7377463253
2043.7345673990785,1,3,1993,1,1,0,1162803.988109964
1712.3255806366426,1,1,1977,0,1,0,1008802.7404955904
1331.2599672317197,2,2,2012,0,0,0,788966.8624924268
1689.7223217166563,5,1,1978,3,0,1,997106.7063363618
1791.766334888019,1,2,2016,0,1,1,981888.01730063
1686.5429886651589,4,2,2002,1,0,0,944323.7557266962
1028.9325840328631,3,2,2002,0,1,0,556444.5805381306
1281.8588472525394,3,2,1988,1,0,0,782445.7607135178
1425.7444093345487,3,1,1972,0,1,1,852991.4348552756
1477.669971269986,5,3,1979,2,0,1,1043109.0998705603
1686.2016292652033,2,2,2009,3,0,0,987859.5365420353
1553.3103002799762,4,1,2016,3,1,1,960725.2476506935
1099.3966923869696,5,2,2011,2,1,0,718063.3695749412
1614.0593553017889,4,1,1970,2,0,1,1000785.4811401782
1683.175723585147,4,1,1998,3,0,1,998794.1709967845
1667.9371343793118,2,1,2019,2,1,1,966445.5226343113
1824.2342176663865,3,3,2003,1,0,1,1162198.8973747918
1750.1766463646713,2,1,2020,0,1,0,909850.5154149518
1637.754023768531,5,1,1982,3,1,1,1046444.9184518519
1478.9502865624058,5,3,1970,2,0,1,1012794.5632963141
1001.7117199452025,5,3,2003,1,1,0,685848.81788331
1628.8854657397758,2,1,1998,3,0,1,1023469.8249003063
1562.3063061489333,4,3,2017,2,0,0,966076.1107250586
1581.473651158612,4,2,2016,3,1,0,931792.3048208249
1116.9754272539071,1,2,1982,2,0,1,699691.1487407027
1175.6830378775212,5,3,2017,3,1,1,783611.0822293706
1815.9458559998711,4,3,2018,1,1,0,1038140.0122822309
1488.1334538430035,1,1,2022,1,1,0,813056.8279360228
1704.4502092117873,4,3,1998,0,0,0,1065413.1627009828
1508.4955128391384,5,1,2008,3,1,1,1001520.0084088051
1508.9268418487236,3,2,1993,0,0,0,873334.540599499
1781.4851417927994,5,3,1995,3,1,0,1162801.8806365193
1345.1865815347878,2,1,1986,2,1,0,828024.2262881853
1528.836233082295,4,1,1976,2,1,1,917923.4652598831
1361.3174133884872,4,2,1982,0,0,0,824401.8257348281
1369.6511317703053,2,3,1974,3,0,1,865167.5860860794
1407.2483629594083,2,2,1995,0,1,1,889708.6983260022
1566.6401314901138,3,1,2018,1,1,0,874996.5407149522
1356.3754135009567,4,1,1972,0,0,1,798554.4779674398
1876.7268376720563,4,3,1976,0,0,0,1108086.0709966877
1231.617809334149,3,1,2018,2,0,1,703537.6794673468
1443.9385067515923,1,3,2008,0,1,1,835793.7923966143
1368.0806825177476,3,2,2022,3,0,0,800996.3626143174
1934.0933653061197,5,3,1970,2,1,0,1195894.474466837
1558.9664329534723,4,3,2018,0,0,0,957642.353619377
1809.5533618405905,2,1,1986,1,1,1,1127491.4362205162
1054.3318880889083,5,1,2012,0,1,1,746311.4811923648
1580.1150797607777,4,3,1994,0,1,0,885497.6816226457
1766.8892386870311,3,1,1972,0,0,0,977345.9362284238
1524.6851967826271,5,1,1984,2,0,1,947409.9924397038
1819.6441125196054,4,1,1998,3,0,1,987508.3932922988
1344.8134649698884,1,3,2022,1,1,1,754612.1466274802
1922.804232055674,1,1,2012,0,1,0,1027830.6175662095
2189.669437085775,2,3,2001,3,0,1,1229386.0144864342
1391.1484318681023,4,1,1995,3,1,0,879006.7247994972
1366.3492435797684,1,2,1985,2,1,1,772133.2037260365
1936.0153431353103,3,1,1994,1,1,1,1108993.5540318133
1973.8716437192138,4,1,1997,2,0,0,1135531.3093959359
1343.1419918540196,3,3,1978,3,1,0,882081.0694982533
1373.9439548712428,3,3,1970,3,0,0,897316.6563180155
1415.4646173418478,1,1,1998,3,0,1,837161.0267708006
1096.6648466897168,4,2,1991,2,0,1,709977.0749071502
1224.4044160547405,5,1,1985,1,0,1,801208.1521811264
1198.7577699743797,1,1,2010,0,0,0,607379.2302524381
1269.6607304687614,1,2,2020,2,1,1,744318.9492830163
1489.5945337839657,4,3,2013,3,0,0,857016.3932944976
1570.2644197609561,4,1,2020,2,0,0,956403.431494291
1965.150147844223,3,3,2010,3,0,0,1116900.3588955752
1200.4937877783627,4,3,1976,0,1,1,875444.0662005845
1795.296719542975,3,2,1983,0,1,1,1093223.1632059098
1435.8033467323473,1,2,1998,1,1,0,788618.560283362
1485.1608871042702,2,3,1988,3,1,1,955135.773502211
1702.445847649981,5,1,1988,1,0,0,1051708.8370793827
1163.1833935313105,1,3,1971,1,0,0,704712.6571855295
1614.7229238552152,4,1,2010,0,1,1,969062.9295446695
1549.9356624639167,5,1,2014,2,1,0,921394.9658142044
1647.7353792024446,2,2,1984,2,1,0,984072.8509250897
1586.7505931723454,2,1,1972,1,1,1,971270.2060262797
2236.5900419732684,3,1,1980,0,0,0,1207354.2302807088
1308.6780047246052,5,3,2022,3,1,0,806374.2055283199
1340.7009134994546,3,2,2015,2,1,0,882748.981728887
1313.0578420725706,1,1,1999,1,1,0,785734.9463355223
1333.3568642519235,5,1,2009,2,1,0,818295.5268573925
1308.7838618080448,1,2,1987,2,1,0,801374.7937619252
1856.7049593322656,3,3,2020,3,1,0,1022423.5462824835
1926.1512743969565,5,2,2017,0,1,1,1050222.0885029605
1328.776111875157,3,2,1971,3,0,1,910594.7103114686
1250.2933280687314,5,1,2001,0,0,0,773624.2210474428
1641.4246669159213,3,1,1977,2,0,0,959327.2099837299
1334.3330867157085,2,3,1991,1,0,1,825799.4035985019
1689.8795453266532,3,1,1975,3,0,1,1179246.3556093117
1560.87690625539,2,1,1981,0,0,1,940893.2174399613
1045.2767655008304,3,2,2016,2,1,1,637366.369431675
1964.2515603990184,5,1,2009,0,1,1,1077106.9606034928
2038.7633019286563,5,3,2005,0,0,0,1235108.4391322988
1316.1633928546842,5,2,1984,0,1,1,919886.4891388424
1383.6895320192048,4,3,1997,2,0,1,911597.8043871244
1585.7596172174715,1,2,2021,1,1,1,864235.8570637661
1600.3370369961076,5,1,2018,1,1,0,978332.7879922525
1697.5632818018491,2,2,2014,1,1,0,931614.3824637514
2103.061361629905,5,2,1987,0,1,0,1280669.7751160006
1446.9158317517852,4,1,1971,2,1,0,969590.7612395097
1260.5108266384639,2,1,1982,0,1,0,729081.7753777552
1086.2042315956419,4,3,2014,1,0,0,743692.6238585921
1280.7209880174244,2,3,1984,1,0,1,800103.1139868477
1490.0619081378609,3,1,1989,2,1,0,928624.6146910298
2038.3673590553362,1,1,1998,0,0,0,1013702.011343128
1344.7166102891485,1,1,2011,3,1,1,810969.0304423192
1567.1363854916694,4,2,1998,3,0,0,914788.9733751013
1495.0731311781744,1,2,1972,1,1,1,932268.2382897959
1856.5179820344251,4,2,1988,2,0,1,1186617.1244997757
2258.0797277620863,4,1,1972,0,1,0,1319515.8743468607
1340.739368123904,4,3,1983,0,0,1,810326.9387402928
1353.1681672445334,1,1,2009,1,1,1,816907.388211146
1813.2482631207217,4,2,1973,1,0,1,1116713.5688497468
1704.5674468878933,1,2,2021,0,1,1,1057213.810763962
2054.01219772081,4,1,1980,0,1,0,1207704.496905452
1675.1784555977893,5,1,2000,1,1,1,1006315.4782376912
1392.212372763882,4,2,2012,0,0,0,855638.24766426
1677.1964492076927,2,2,2001,3,0,1,974214.3209885666
1832.6110741748723,4,2,1996,1,0,1,1087318.086573025
1746.1446543592092,3,1,1999,0,1,1,975648.5256608269
1652.1822093321894,4,2,2012,1,0,0,950969.364025924
1820.0024068767461,2,2,1971,2,1,0,1083541.438312895
1850.7886771337019,2,3,2018,1,0,0,1018976.9047800071
1914.647697311258,1,1,1978,1,0,1,1037779.4805340879
1694.6129662768928,5,3,1997,2,0,1,1072717.9396557112
1449.8645759049436,4,3,2000,3,0,1,876758.6671103801
1544.014105929997,1,2,2003,0,1,1,834057.3229387988
1861.9526899525072,5,1,1984,2,0,0,1140453.1535125757
1254.919298703829,4,2,2017,1,0,1,804347.1582562787
1610.6019926618703,3,1,1994,0,1,0,873920.7722969175
1381.9983563017918,4,3,2005,2,1,1,812521.4258292727
1508.6234468804453,2,1,1977,0,0,0,804874.6211703942
1883.5355587821896,2,2,1978,0,0,0,1050352.829667435
1557.329720405971,3,2,2006,2,1,1,1013382.3389412609
1513.9309644468447,1,2,2017,0,1,1,855328.2538327964
1092.0431577060242,5,1,2014,3,1,0,691553.5264166105
1723.8760698081662,4,3,2008,2,0,1,1049367.3463582362
1693.6452543423227,2,3,2001,3,0,1,998121.8214086823
2148.976416991638,1,1,2021,1,0,0,1052437.8431231692
1407.6665295140997,3,2,1986,0,1,0,792080.1205111142
1565.7450982991818,2,3,2004,1,1,0,859462.6740438262
1574.8151051132265,3,2,2006,1,1,0,1058400.12930201
1973.2359839290423,4,1,1988,0,0,1,1179617.0639782017
1471.4113402839143,5,2,2013,2,1,0,896019.867215189
1583.7064577311019,2,3,1998,0,0,0,957266.5700069976
1682.3689529149617,2,3,1976,1,1,0,984781.6620744076
1555.9827369469074,4,2,1997,1,0,1,997750.3883221402
1366.0699156348414,1,1,1978,2,0,0,787050.2806708934
1558.2269978694924,5,2,1997,0,1,1,952170.9364448813
1822.0895249579316,2,1,1975,1,0,0,1058035.7797704143
1192.0454101766818,5,2,1998,3,1,0,817898.6837245252
1539.8909022440628,2,3,1986,1,0,1,941858.8397309977
1289.963755518248,5,1,1985,1,1,0,848757.2289183295
1858.5139886774527,3,1,1992,2,1,0,1095507.7329822727
1043.0439285648677,2,1,2000,3,0,1,689549.658686771
1332.3234458185234,5,3,1972,1,1,0,1031352.0653501451
1613.1635625193562,1,2,1990,1,0,0,962021.376287156
1969.657208770302,3,3,1995,3,1,0,1188810.8623993034
1480.2749216781037,3,1,2005,0,1,0,847607.1150940732
